Identifier,Maturity,Physiological Condition,Tree Set To Be Removed,Removal Reason,Capital Asset Value For Amenity Trees,Carbon Storage In Kilograms,Gross Carbon Sequestration Per Year In Kilograms,Pollution Removal Per Year In Grams
00019467,Mature,Fair,No,,14767.78,226.5,6.1,365.0
00033212,Mature,Fair,No,,24535.28,926.7,18.8,297.1
00055561,Juvenile,Fair,No,,647.28,3.8,0.7,25.2
00010542,Middle aged,Good,No,,6563.46,87.1,4.0,86.7
00014437,Mature,Good,No,,18131.49,388.0,9.4,450.2
00032658,Middle aged,Good,No,,2494.19,33.9,2.5,20.4
00022500,Mature,Fair,No,,15218.35,453.6,11.3,218.3
00008408,Middle aged,Fair,No,,3728.35,103.1,4.7,47.9
00034567,Mature,Fair,No,,414.26,5.3,0.8,9.9
00001107,Middle aged,Fair,No,,2854.52,90.4,4.7,16.6
00004651,Mature,Good,No,,9189.5,283.3,8.9,64.3
00052513,Juvenile,Good,No,,1160.31,3.7,0.8,4.5
00005658,Mature,Good,No,,30042.58,949.8,19.6,363.9
00056990,Juvenile,Fair,No,,1035.65,19.4,1.8,22.3
00048308,Middle aged,Good,No,,1242.78,10.1,1.4,12.6
01100581,Juvenile,Good,No,,299.67,,,
00052182,Mature,Fair,No,,103.57,1.6,0.5,3.5
00001695,Mature,Good,No,,36128.12,962.9,19.8,427.5
01100604,Juvenile,Good,No,,115.07,,,
00021142,Middle aged,Fair,No,,7258.21,175.2,6.4,68.0
01100503,Juvenile,Fair,No,,524.3,11.5,1.4,11.6
00000355,Mature,Good,No,,14619.98,458.1,12.7,205.0
00003220,Mature,Good,No,,37594.22,968.3,16.7,411.0
00058316,Juvenile,Dead,No,,153.43,,,
00002995,Mature,Good,No,,37322.36,675.8,12.9,154.7
00020197,Mature,Fair,No,,29028.5,675.8,11.5,162.2
00004652,Mature,Fair,No,,3670.1,157.2,7.0,80.3
00053494,Middle aged,Good,No,,7078.05,95.2,4.2,169.3
00041152,Middle aged,Fair,No,,5136.19,81.1,3.6,57.0
00059430,,,No,,,,,
00031492,Mature,Fair,No,,22447.78,579.9,10.0,307.1
00020072,Mature,Good,No,,50332.76,1549.9,26.2,888.0
01100188,Juvenile,Dead,No,,172.61,,,
00017171,Mature,Good,No,,82886.8,4276.0,37.9,1172.1
00049679,Middle aged,Good,No,,958.94,13.0,1.6,12.6
00004015,Mature,Good,No,,61168.28,2647.1,35.9,1196.0
00055859,Juvenile,Good,No,,86.3,1.4,0.4,3.5
00055674,Juvenile,Good,No,,179.8,2.4,0.6,2.6
00059609,,,No,,,,,
00002607,Mature,Good,No,,34918.79,1351.7,24.1,358.0
00057860,Juvenile,Good,No,,115.07,,,
00050671,Juvenile,Fair,No,,239.74,3.2,0.7,4.0
00010527,Mature,Good,No,,17398.98,733.1,18.4,263.0
00015905,Mature,Fair,No,,8699.49,275.5,8.4,35.1
00053360,Juvenile,Good,No,,7.19,,,
00015247,Mature,Fair,No,,21447.74,285.1,7.0,378.8
00038007,Middle aged,Good,No,,1691.57,33.6,2.7,53.6
00059418,Juvenile,Fair,No,,239.74,,,
00018861,Mature,Good,No,,48330.5,1192.6,22.4,463.0
00026495,Mature,Good,No,,2157.61,67.9,4.1,37.9
00057116,Juvenile,Good,No,,172.61,1.1,0.3,4.1
00018516,Mature,Good,No,,6235.5,236.5,8.6,34.0
00049434,Middle aged,Fair,No,,2078.5,36.3,2.6,34.4
00022480,Middle aged,Fair,No,,2209.39,34.6,2.5,69.1
00007664,Middle aged,Fair,No,,1747.67,61.4,3.8,71.1
00034518,Mature,Fair,No,,783.21,15.5,1.6,19.4
00010697,Mature,Fair,No,,1480.12,5947.9,9.5,164.9
00008352,Middle aged,Fair,No,,8223.74,131.8,4.5,34.2
00015685,Mature,Fair,No,,12082.63,240.4,6.3,74.4
00048660,Juvenile,Good,No,,64.73,0.8,0.4,3.5
00012723,Mature,Fair,No,,6873.67,186.4,6.7,60.8
00013151,Mature,Fair,No,,59816.54,1126.4,15.4,215.4
00050704,Juvenile,Fair,No,,317.17,1.4,0.4,3.0
00003238,Mature,Good,No,,26287.26,874.5,18.6,428.0
00015144,Mature,Fair,No,,14203.79,502.4,9.9,442.3
00018150,Mature,Good,No,,19884.55,564.9,13.5,386.5
00056286,Juvenile,Good,No,,582.56,11.2,1.6,9.3
00054551,Middle aged,Good,No,,552.35,7.8,1.1,9.9
00006472,Mature,Good,No,,76906.98,,,
00021311,Mature,Good,No,,31905.68,755.4,13.7,220.8
00014702,Mature,Fair,No,,11840.97,329.1,8.7,272.4
00016863,Mature,Good,No,,28040.32,764.7,17.2,334.1
00015867,Middle aged,Fair,No,,7759.73,249.8,7.4,135.6
00003837,Mature,Good,No,,44895.58,652.3,15.7,787.8
00052407,Middle aged,Good,No,,4537.7,101.9,5.0,44.2
00020285,Mature,Good,No,,18262.02,449.3,10.4,454.5
00011797,Mature,Good,No,,5243.0,166.4,7.7,124.4
00049958,Middle aged,Good,No,,1093.91,12.8,1.6,64.1
00055508,Middle aged,Good,No,,1691.57,29.5,2.5,61.6
00049483,Middle aged,Good,No,,1820.48,11.5,1.3,37.0
00048035,Juvenile,Good,No,,269.7,2.4,0.6,3.2
00048125,Juvenile,Good,No,,1044.28,1.8,0.4,3.3
00026190,Middle aged,,No,,863.04,13.1,0.8,50.2
00036352,Mature,Fair,No,,1456.39,14.1,1.3,25.7
00026508,Juvenile,,No,,233.02,,,
00011929,Mature,Fair,No,,8285.23,125.4,3.4,274.2
00001019,Mature,Fair,No,,39769.1,1159.3,19.6,162.2
00055994,Not Applicable,Not applicable,No,,0.0,,,
00037976,Middle aged,Fair,No,,1691.57,28.7,2.2,29.3
00057088,Juvenile,Good,No,,172.61,,,
00021242,Mature,Good,No,,11418.08,412.7,12.9,133.2
00006427,Mature,Good,No,,61168.28,2085.9,31.2,823.5
00027207,Middle aged,Fair,No,,11283.82,383.0,9.5,225.4
00033166,Middle aged,Good,No,,2114.46,17.2,1.8,14.4
00057577,Juvenile,Good,No,,172.61,,,
00018175,Mature,Good,No,,22531.94,1120.6,23.2,352.2
00010456,Mature,Fair,No,,65314.13,2413.6,30.2,458.9
00011614,Mature,Fair,No,,5178.27,215.6,8.0,124.3
00055998,Juvenile,Good,No,,873.84,5.5,1.0,15.9
00057905,Juvenile,Good,No,,153.43,,,
00032621,Middle aged,Fair,Yes,Trunk decay,1215.46,24.4,2.0,80.8
00057462,Juvenile,Not applicable,No,,3883.7,,,
00055410,Mature,Good,No,,42293.5,1237.1,22.9,466.2
00001672,Middle aged,Good,No,,2078.5,40.0,3.0,44.5
00017124,Mature,Fair,No,,11840.97,384.3,10.2,76.0
00002684,Mature,Good,No,,68482.58,2741.6,36.5,458.9
00055708,Middle aged,Good,No,,1553.48,13.0,1.6,61.5
00012350,Mature,Good,No,,33899.31,1187.3,22.3,415.8
00004460,Mature,Good,No,,51782.67,2017.5,30.6,710.1
00021104,Mature,Good,No,,4971.14,110.9,5.4,76.0
00020623,Middle aged,Good,No,,11486.04,296.4,9.8,122.4
00020742,Middle aged,Good,No,,8868.26,193.8,7.6,88.5
00010726,Over Mature,Fair,No,,63962.39,1834.3,25.8,697.8
00006641,Mature,Good,No,,25253.76,421.6,10.4,251.1
00006557,Mature,Fair,No,,15292.07,449.9,11.2,78.1
00012767,Mature,Good,No,,31101.97,922.4,20.1,391.3
00012622,Middle aged,Fair,No,,3106.96,101.3,5.1,119.3
00050148,Middle aged,Good,No,,699.07,2.1,0.5,4.0
00049453,Middle aged,Fair,No,,469.88,3.2,0.7,4.0
00016325,Middle aged,Fair,No,,2796.26,71.9,3.7,124.4
00041909,Middle aged,Fair,No,,539.4,8.6,1.2,25.2
00058083,Juvenile,Good,No,,153.43,,,
00036354,Mature,Good,No,,2097.2,27.7,1.9,25.7
00057446,Middle aged,Fair,No,,3495.33,51.7,3.1,81.0
00060147,,,No,,,,,
00058114,Juvenile,Good,No,,269.7,,,
00014365,Mature,Fair,No,,12082.63,240.4,7.1,40.2
00016785,Mature,Good,No,,78644.93,2622.0,35.8,929.0
00015088,Mature,Fair,No,,8810.25,268.4,8.3,190.4
00013368,Mature,Fair,No,,29972.46,487.9,9.5,277.7
00059308,Mature,Fair,No,,1841.16,,,
00014574,Mature,Fair,No,,23681.94,531.6,10.0,454.5
00049797,Middle aged,Good,No,,1044.28,6.9,1.1,13.1
00022409,Middle aged,Fair,No,,6350.93,149.2,5.1,139.4
00031949,Middle aged,Good,No,,11668.37,226.2,7.9,324.4
00051656,Juvenile,Good,No,,115.07,1.0,0.2,3.3
00052080,Juvenile,Good,No,,469.88,2.4,0.6,11.6
00021062,Mature,Good,No,,4718.7,166.8,7.6,122.4
00004037,Mature,Good,No,,51740.6,1589.2,26.5,395.9
00018570,Mature,Good,No,,11507.26,287.9,9.1,319.2
00056712,Juvenile,Good,No,,269.7,2.4,0.6,3.5
00002601,Mature,Good,No,,22843.71,799.0,17.7,434.6
00059579,Not Applicable,Not applicable,No,,1087.79,,,
00054186,Middle aged,Good,No,,2598.12,39.7,2.9,164.6
00015549,Mature,Good,No,,15218.35,513.7,13.7,170.7
00019233,Middle aged,Fair,No,,8293.86,196.6,6.5,44.2
00021384,Mature,Fair,No,,100665.52,4136.1,44.9,1102.0
00058130,Not Applicable,Not applicable,No,,359.6,,,
00006018,Mature,Fair,No,,28312.17,568.0,11.1,363.3
00026936,Middle aged,Fair,No,,9976.79,252.1,8.0,288.8
00054209,Middle aged,Fair,No,,317.17,5.4,0.8,24.9
00058931,Juvenile,Good,No,,153.43,,,
00016852,Mature,Good,No,,17459.39,596.5,14.8,214.9
00007864,Mature,Fair,No,,2853.44,93.9,4.4,55.8
00046853,Juvenile,Fair,No,,475.76,3.9,0.6,14.6
00008459,Mature,Good,No,,9398.56,228.5,8.4,107.4
00028126,Middle aged,Fair,No,,7929.22,252.3,8.6,169.7
00002195,Mature,Good,No,,17952.4,488.0,14.4,192.6
00050226,Mature,Good,No,,20544.78,334.3,7.7,215.4
00006214,Middle aged,Good,No,,14020.16,292.5,9.8,454.5
00034969,Middle aged,Good,No,,3480.95,64.3,4.1,68.0
00056979,Juvenile,Good,No,,215.76,,,
00009515,Mature,Fair,No,,34184.66,1064.8,18.6,233.3
00051122,Juvenile,Good,No,,776.74,1.6,0.4,5.6
00002179,Middle aged,Fair,No,,2097.2,46.0,3.2,29.6
00016643,Mature,Fair,No,,37594.22,1106.4,19.1,454.5
00051008,Juvenile,Fair,No,,345.22,5.0,0.8,14.6
00054206,Middle aged,Not applicable,No,,239.74,4.7,0.6,41.8
00015251,Mature,Fair,No,,17120.65,301.0,7.2,378.8
00005555,Middle aged,Good,No,,6607.68,253.8,9.0,250.7
00002794,Mature,Good,No,,21050.62,734.9,16.8,348.9
00057700,Juvenile,Good,No,,115.07,,,
00029412,Mature,Good,No,,8222.9,295.8,9.3,357.3
00020512,Middle aged,Fair,No,,1903.01,18.2,1.5,13.7
00054184,Middle aged,Good,No,,4794.69,58.7,3.6,164.6
00050804,Juvenile,Fair,No,,1409.64,19.2,1.8,28.4
00018117,Mature,Fair,No,,23968.9,1472.6,24.3,267.5
00013179,Mature,Fair,No,,26107.1,802.9,15.8,363.9
00052002,Juvenile,Fair,No,,873.84,10.3,1.2,104.9
00038082,Mature,Good,No,,11076.63,200.1,6.4,341.4
00050581,Juvenile,Fair,No,,469.88,6.6,1.0,7.5
00015985,Mature,Good,No,,9911.53,300.9,10.6,124.4
00022530,Middle aged,Good,No,,12082.63,240.4,7.1,268.1
00020964,Mature,Good,No,,62139.2,1972.1,30.2,154.6
00016706,Middle aged,Good,No,,161.82,2.3,0.6,17.3
00036358,Middle aged,Good,No,,2336.7,27.7,1.9,25.7
00011742,Mature,Good,No,,17268.09,589.9,13.6,268.1
00028178,Not Applicable,Not applicable,No,,0.0,,,
00003164,Middle aged,Fair,No,,11185.06,287.9,8.1,252.3
00028423,Mature,Dead,No,,66761.3,4336.9,40.6,282.0
00003550,Juvenile,Fair,No,,970.92,12.9,1.4,11.6
00049457,Middle aged,Good,No,,655.38,10.1,1.4,11.2
00055267,Juvenile,Good,No,,179.8,1.4,0.5,3.8
00021068,Mature,Fair,No,,2157.61,87.3,4.4,229.1
00004980,Mature,Fair,No,,32661.92,643.1,11.9,494.4
00017047,Middle aged,Fair,No,,2336.69,54.0,3.5,85.9
00017963,Mature,Good,No,,32894.95,1098.0,21.4,526.0
00014153,Middle aged,Fair,No,,1841.16,40.0,2.7,12.8
00032140,Middle aged,Fair,No,,15343.02,,,
00020621,Mature,Good,No,,24535.28,790.6,17.6,301.6
00010880,Mature,Fair,No,,15957.69,472.3,10.8,514.5
00059103,Juvenile,Good,No,,2078.5,,,
00000562,Mature,Good,No,,6607.69,315.2,11.2,339.5
00031672,Middle aged,Good,No,,241.65,1851.6,26.1,779.3
00059262,Juvenile,Fair,No,,3894.49,,,
00022446,Mature,Good,No,,73489.32,2474.7,34.5,1302.3
00000103,Mature,Fair,No,,15887.22,437.5,10.2,190.5
00020370,Mature,Good,No,,36758.02,1505.4,23.1,573.1
00020687,Mature,Good,No,,6766.27,139.1,6.3,88.5
00056378,Juvenile,Good,No,,134.85,2.7,0.7,9.9
00047765,Middle aged,Good,No,,1242.78,13.0,1.6,29.3
00015367,Mature,Fair,No,,8462.87,518.4,13.2,119.3
00047524,Middle aged,Good,No,,2494.19,46.1,3.3,44.5
00037244,Mature,Fair,No,,19884.55,572.1,12.0,307.1
00036166,Mature,Fair,No,,5183.66,233.7,8.3,173.7
00006583,Mature,Good,No,,12082.63,240.4,7.1,135.6
00000245,Middle aged,Good,No,,3646.36,,,
00048793,Middle aged,Fair,No,,3145.8,50.9,2.8,144.9
00001478,Mature,Fair,No,,7257.13,163.7,5.4,82.5
00052945,,,No,,,,,
00012722,Mature,Fair,No,,3314.09,103.1,4.7,32.1
00056732,Juvenile,Good,No,,215.76,2.4,0.6,9.9
00018770,Mature,Good,No,,7788.98,336.2,11.5,214.9
00049790,Juvenile,Good,No,,345.22,5.0,0.9,13.1
00010653,Mature,Fair,No,,9786.92,261.0,7.2,300.3
01100049,Juvenile,Good,No,,161.82,,,
00012863,Mature,Good,No,,9346.78,336.2,11.5,85.9
00019388,Middle aged,Fair,No,,719.2,14.8,1.7,19.4
00010270,Mature,Good,No,,10572.3,268.0,8.9,341.4
00046444,Juvenile,Good,No,,552.35,3.4,0.8,4.5
00054826,Middle aged,Good,No,,3132.85,100.5,5.7,29.7
00000510,Middle aged,Good,No,,1747.67,54.0,3.5,44.5
00042051,Middle aged,Good,No,,10485.99,130.3,6.1,111.9
00044589,Mature,Fair,No,,11139.03,548.3,13.6,68.0
00004124,Mature,Good,No,,15224.1,409.7,11.9,85.9
00001601,Mature,Good,No,,39769.1,1056.3,20.9,526.0
00057549,Middle aged,Fair,No,,2157.61,33.4,2.4,25.2
00014957,Middle aged,Fair,No,,4861.82,141.5,5.4,135.0
00018076,Mature,Poor,No,,14913.41,589.9,13.1,234.2
00054959,Middle aged,Good,No,,1820.48,20.2,2.1,41.2
00005903,Mature,Fair,No,,719.2,13.4,1.4,10.7
00028114,Mature,Good,No,,6796.48,122.0,4.8,85.3
00048340,Middle aged,Good,No,,1044.28,16.5,1.8,31.7
00059424,Juvenile,Fair,No,,28.77,,,
00007354,Mature,Good,No,,2796.26,51.7,3.5,35.1
00037669,Juvenile,Good,No,,469.88,7.6,1.2,15.9
00052199,Middle aged,Good,No,,23336.73,582.4,12.0,346.7
00004461,Mature,Good,No,,33175.43,759.8,17.2,460.3
00003076,Mature,Fair,No,,49225.91,1884.7,26.2,787.8
00029918,Mature,Fair,No,,524.3,11.5,1.4,5.7
00029801,Middle aged,Good,No,,8354.27,209.5,7.7,35.8
00050291,Middle aged,Good,No,,1941.85,13.0,1.4,29.3
00055469,Juvenile,Good,No,,202.28,2.4,0.6,13.8
00051683,Juvenile,Good,No,,1305.35,7.9,1.1,31.8
00056965,Juvenile,Good,No,,345.22,3.1,0.7,6.9
00001183,Middle aged,Fair,No,,4565.5,78.5,4.0,85.9
00037419,Juvenile,Good,No,,317.17,6.2,1.1,3.5
00029540,Middle aged,Fair,No,,2589.13,66.5,3.6,55.0
00022711,Middle aged,Fair,No,,3806.03,67.9,3.7,44.5
00000657,Mature,Good,No,,25403.72,889.9,18.8,205.0
00042596,Juvenile,Fair,No,,1841.16,39.5,2.7,39.3
00013354,Mature,Fair,No,,31905.68,625.5,11.0,220.8
00014261,Mature,Fair,No,,41352.78,1668.3,24.3,248.7
00059112,Juvenile,Poor,No,,115.07,,,
00017230,Mature,Fair,No,,4838.09,192.3,6.8,59.4
00015335,Mature,Fair,No,,21212.55,466.9,9.3,421.4
00058652,Middle aged,Fair,No,,1078.8,,,
00057627,Juvenile,Good,No,,115.07,,,
00055707,Mature,Fair,No,,5443.66,64.6,3.8,81.0
00054219,Not Applicable,Good,No,,153.43,1.2,0.4,5.0
00056386,Middle aged,Good,No,,776.74,,,
00036169,Middle aged,Good,No,,3916.07,51.0,2.0,229.9
01100086,Juvenile,Good,No,,153.43,,,
00010314,Middle aged,Good,No,,6343.38,87.1,4.0,215.2
00010265,Mature,Good,No,,22370.12,529.6,13.9,352.1
00008622,Middle aged,Good,No,,6766.27,129.3,5.4,76.0
00016166,Middle aged,Good,No,,4699.28,70.6,4.3,4.7
00058572,Juvenile,Good,No,,153.43,,,
00036164,Mature,Fair,No,,6911.55,145.0,5.4,137.7
00034872,Mature,Good,No,,8285.23,176.5,7.3,169.6
00017294,Mature,Fair,No,,5482.49,225.2,7.4,95.7
00056943,Middle aged,Good,No,,2336.69,29.5,2.6,99.6
00017041,Mature,Fair,No,,17127.12,269.7,6.8,423.3
00020873,Mature,Good,No,,25166.38,705.6,16.4,368.7
00010954,Mature,Good,No,,48330.5,1980.0,30.2,340.3
00020463,Middle aged,Fair,No,,5185.94,119.0,5.5,199.7
00027972,Middle aged,Good,No,,2378.77,90.4,5.3,81.0
00031668,Mature,Good,No,,8285.23,201.4,8.6,78.9
00032814,Mature,Fair,No,,5825.55,215.6,8.0,80.3
00022676,Mature,Fair,No,,7759.73,225.2,7.4,60.8
00022007,Mature,Good,No,,17952.4,364.0,9.6,362.8
00054801,Juvenile,Good,No,,172.61,1.4,0.4,5.5
00006438,Mature,Fair,No,,25690.68,920.2,17.1,584.0
00004008,Mature,Good,No,,31069.61,802.6,16.1,371.9
00008715,Over Mature,Good,No,,51740.6,993.3,16.1,450.6
00014808,Middle aged,Fair,No,,2899.83,124.5,5.8,111.5
00003370,Mature,Good,No,,24242.92,712.5,16.5,229.1
00004784,Mature,Good,No,,19064.66,572.1,13.5,220.8
00059065,Juvenile,Good,No,,86.3,,,
00008770,Mature,Fair,No,,11283.82,345.2,9.6,97.8
00041198,Middle aged,Fair,No,,1174.82,15.6,1.4,44.4
00022313,Middle aged,Good,No,,10572.3,153.2,4.5,107.4
00034170,Mature,Fair,No,,3248.89,46.5,2.9,23.5
00016042,Middle aged,Fair,No,,9398.56,138.5,4.9,143.7
00049761,Not Applicable,Not applicable,No,,719.2,12.4,1.4,11.6
01100219,Juvenile,Good,No,,179.8,,,
00013234,Mature,Good,No,,38067.82,1486.7,25.5,412.9
00058644,Juvenile,Good,No,,115.07,,,
00045991,Middle aged,Good,No,,932.09,14.8,1.9,12.6
00040455,Middle aged,Good,No,,3236.42,68.6,4.2,50.8
00050344,Mature,Fair,No,,3132.85,66.2,3.6,9.9
00050989,Juvenile,Good,No,,179.8,1.4,0.5,2.6
00016535,Mature,Good,No,,4536.38,151.8,6.6,139.1
00003081,Mature,Good,No,,19641.82,426.4,9.9,395.9
00057608,Juvenile,Good,No,,172.61,,,
00057511,Mature,Fair,No,,414.26,7.5,1.0,25.2
00052170,Juvenile,Good,No,,414.26,6.2,1.1,11.6
00048433,Juvenile,Fair,No,,317.17,5.5,0.9,4.1
00050214,Juvenile,Good,No,,258.91,4.3,0.9,11.6
00000635,Mature,Good,No,,20419.63,676.9,16.0,125.5
00052645,Mature,Fair,No,,6651.2,253.8,8.0,159.8
00052525,Middle aged,Good,No,,1558.87,39.2,3.3,29.6
00050810,Middle aged,Good,No,,647.28,14.8,1.9,41.8
00007193,Mature,Good,No,,32894.95,1265.7,23.1,127.8
00021172,Middle aged,Good,No,,4565.5,99.2,5.1,50.8
00019330,Mature,Fair,No,,25690.68,909.3,14.5,368.8
00004216,Mature,Good,No,,5898.38,148.1,6.6,470.7
00020323,Mature,Fair,No,,36320.69,1237.1,20.4,297.6
00021447,Mature,Good,No,,70149.34,2163.3,28.5,1607.8
00013739,Mature,Good,No,,242.73,1.8,0.4,570.1
00011919,Mature,Fair,No,,9845.18,334.2,9.4,91.7
00041327,Juvenile,Good,No,,317.17,5.4,1.0,3.6
00047795,Middle aged,Fair,No,,776.74,12.0,1.4,13.1
00015485,Mature,Fair,No,,17476.66,478.4,10.8,331.2
00007847,Mature,Fair,No,,87626.0,3085.1,35.1,1075.6
00047563,Mature,Good,No,,16321.25,334.5,10.6,490.8
00040720,Mature,Fair,No,,9346.78,386.0,11.2,416.6
00022257,Mature,Good,No,,27065.08,861.9,17.1,386.5
00018410,Mature,Fair,No,,46733.86,1682.1,24.4,455.8
00002284,Middle aged,Good,No,,4228.92,,,
00000451,Mature,Fair,No,,20305.52,570.5,9.5,126.4
00017649,Mature,Good,No,,140978.33,5588.6,21.2,2299.8
00047179,Mature,Good,No,,27065.08,654.5,13.2,502.8
00001907,Mature,Fair,No,,17120.65,345.6,8.4,358.9
00022394,Mature,Good,No,,18879.1,467.9,10.9,124.3
00013147,Middle aged,Fair,No,,3452.18,66.5,3.6,35.1
00053546,Juvenile,Good,No,,1553.48,20.1,2.1,9.2
00012275,Mature,Fair,No,,24273.14,649.1,14.0,787.8
00008000,Middle aged,Good,No,,7767.4,183.3,7.4,119.3
00045037,Middle aged,Good,No,,719.2,14.5,1.8,18.2
00049472,Middle aged,Good,No,,317.17,5.6,1.0,9.2
00020459,Mature,Fair,No,,21212.55,406.9,8.6,112.6
00004945,Middle aged,Fair,No,,16681.57,351.7,7.9,86.7
00022615,Mature,Good,No,,105015.26,3222.0,40.4,929.0
00059820,Juvenile,Good,No,,352.41,,,
00027631,Mature,Good,No,,2899.83,129.2,6.4,132.7
00002199,Mature,Good,No,,33175.43,964.8,18.0,377.9
00055124,Juvenile,Good,No,,153.43,1.5,0.4,2.9
00053500,,,No,,,,,
00057413,Juvenile,Good,No,,191.79,,,
00042087,Juvenile,Good,No,,1057.23,,,
00000546,Mature,Good,No,,19661.24,301.0,8.1,761.7
00059866,Juvenile,Good,No,,239.74,,,
00049740,Juvenile,Fair,No,,7612.06,147.7,5.2,138.0
00013379,Middle aged,Good,No,,7078.05,119.7,5.8,97.8
00007203,Mature,Fair,No,,31905.68,1133.5,19.3,173.8
00034978,Middle aged,Fair,No,,1409.64,7.4,1.0,8.6
00009621,Mature,Fair,No,,22370.12,369.6,8.1,272.4
00050113,Juvenile,Dead,No,,317.17,5.4,0.8,22.3
00057228,Juvenile,Good,No,,115.07,1.5,0.5,5.7
00049615,Middle aged,Good,No,,932.09,23.1,2.4,41.8
00051216,Middle aged,Good,No,,1078.8,5.5,1.0,3.5
00050719,Middle aged,Fair,No,,1691.57,15.6,1.8,14.2
00051794,Middle aged,Good,No,,2494.19,,,
00004902,Middle aged,Fair,No,,8699.49,245.7,7.4,242.2
00041494,Mature,Good,No,,607.73,31.2,2.7,102.1
00001136,Middle aged,Good,No,,5185.94,165.5,5.9,228.5
00020744,Mature,Good,No,,24535.28,830.2,18.1,328.5
00020418,Mature,Good,No,,50332.76,1466.4,25.4,1278.7
00047548,Middle aged,Fair,No,,647.28,12.8,1.4,65.0
00006117,Mature,Good,No,,26253.82,317.4,8.4,220.8
00000034,Mature,Good,No,,24977.46,1056.5,19.2,546.0
00049149,Juvenile,Poor,No,,103.57,1.4,0.4,3.0
00056031,Mature,Good,No,,14585.46,222.5,7.8,178.3
00038683,Middle aged,Fair,No,,1057.23,33.7,2.7,57.8
00055450,Juvenile,Good,No,,115.07,1.5,0.5,3.3
00018836,Mature,Good,No,,101015.06,3248.6,40.5,888.0
00028606,Middle aged,Fair,No,,809.11,,,
00057486,Middle aged,Fair,No,,1657.04,46.6,3.2,12.6
00022124,Middle aged,Fair,No,,1618.21,56.6,3.2,39.3
00007723,Mature,Good,No,,13126.91,302.5,10.0,85.9
00046908,Middle aged,Good,No,,1823.18,25.2,2.5,71.9
00045511,Middle aged,Fair,No,,19661.24,423.0,9.4,489.1
00017140,Middle aged,Good,No,,4893.46,130.3,6.1,85.9
00054844,Middle aged,Good,No,,1380.87,19.7,2.0,25.2
00052040,Middle aged,Good,No,,539.4,13.5,1.8,23.6
00017772,Mature,Fair,No,,23366.46,874.5,16.6,216.4
00018658,Mature,Fair,No,,58479.9,2552.1,31.3,929.0
00055722,Juvenile,Good,No,,352.41,1.4,0.5,7.2
00057406,Juvenile,Good,No,,172.61,,,
00005531,Mature,Good,No,,22370.12,369.6,9.1,323.6
00008764,Middle aged,Good,No,,9398.56,199.6,7.0,173.0
00059271,Juvenile,Good,No,,1823.18,,,
00011641,Over Mature,Fair,No,,10194.71,579.1,14.0,85.9
00006229,Mature,Fair,No,,46029.04,1668.0,24.4,1145.8
00059539,Juvenile,Fair,No,,258.91,,,
00042085,Middle aged,Good,No,,1035.66,22.4,2.1,24.7
00055529,Middle aged,Good,No,,972.37,12.8,1.6,25.2
00005330,Mature,Good,No,,21576.12,639.2,14.3,238.0
00018324,Mature,Good,No,,11486.04,276.9,8.1,171.3
00038169,Middle aged,Good,No,,8314.0,,,
00016013,Middle aged,Fair,No,,2610.71,101.3,5.1,55.0
00059197,Juvenile,Good,No,,269.7,,,
00014927,Mature,Good,No,,18150.78,403.3,9.0,228.5
00033042,Mature,Good,No,,1057.23,28.4,2.5,27.3
00033092,Mature,Good,No,,1456.39,33.4,2.7,31.0
00059817,Not Applicable,Not applicable,No,,1620.61,,,
00056929,Juvenile,Fair,No,,1941.85,33.9,2.5,47.5
00055624,Juvenile,Fair,No,,179.8,2.4,0.5,3.8
00010470,Mature,Good,No,,18262.02,382.2,11.5,125.4
00059686,,,No,,,,,
00002625,Middle aged,Fair,No,,4794.7,85.3,4.2,39.3
00007192,Mature,Fair,No,,27185.9,960.9,17.5,139.2
00060041,,,No,,,,,
00014258,Middle aged,Fair,No,,870.23,13.0,1.6,47.5
00022364,Mature,Fair,No,,28195.67,1242.6,20.4,470.7
00005885,Mature,Good,No,,5394.03,98.8,4.8,62.2
00021784,Mature,Good,No,,39769.1,993.3,20.1,752.1
00005593,Mature,Good,No,,32894.95,1083.9,21.2,787.8
00013061,Mature,Good,No,,22843.71,783.1,17.4,76.4
00010855,Mature,Good,No,,27065.08,832.4,17.9,283.0
00002697,Mature,Fair,No,,29032.82,779.6,15.6,377.5
00051564,Juvenile,Good,No,,215.76,1.7,0.5,18.3
00048206,Mature,Good,No,,56080.64,1668.0,27.3,1243.2
00002379,Mature,Fair,No,,10572.3,303.8,8.5,198.3
00058262,Juvenile,Good,No,,191.79,,,
00017187,Mature,Fair,No,,15541.28,512.6,13.6,245.7
00055591,Middle aged,Good,No,,8.63,95.8,5.0,35.1
00055721,Juvenile,Good,No,,233.02,1.4,0.4,3.2
00000503,Mature,Good,No,,4228.92,166.8,7.6,173.0
00016507,Mature,Fair,No,,25373.51,680.4,14.4,427.5
00049866,Mature,Fair,No,,67328.26,1481.2,19.0,494.4
00014042,Mature,Fair,No,,24535.28,874.5,16.6,340.3
00052395,Juvenile,Good,No,,495.17,2.8,0.6,9.9
00033256,Mature,Good,No,,7767.4,198.3,7.5,232.1
00038856,Juvenile,Fair,No,,699.07,3.8,0.7,12.6
00009522,Mature,Fair,No,,8630.45,438.0,12.1,216.9
